Record,Institution UKPRN code,Institution name,Main panel name,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Research group code,Research group name
1139,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,I,Water and Environmental Engineering
1140,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,J,Electrical Energy Management Group
1141,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,K,Communication Systems and Networks
1142,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,L,High Performance Networks
1143,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,M,Photonics
1144,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,N,Applied Nonlinear Mathematics
1145,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Engineering,,,,O,Digital Engineering
1146,10000961,Brunel University London,"Physical sciences, engineering and mathematics",Engineering,,,,1,Energy & Environment
1147,10000961,Brunel University London,"Physical sciences, engineering and mathematics",Engineering,,,,2,Applied Mechanics & Structures
1148,10000961,Brunel University London,"Physical sciences, engineering and mathematics",Engineering,,,,3,Materials & Metallurgy
1149,10000961,Brunel University London,"Physical sciences, engineering and mathematics",Engineering,,,,4,Sensors & Digital Systems
1150,10000961,Brunel University London,"Physical sciences, engineering and mathematics",Engineering,,,,5,Manufacturing & Design
1151,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Engineering,,,,A,"Energy, fluid mechanics and turbomachinery"
1152,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Engineering,,,,B,Electrical engineering
1153,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Engineering,,,,C,"Mechanics, materials and design"
1154,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Engineering,,,,D,Civil engineering
1155,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Engineering,,,,E,Manufacturing and management
1156,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Engineering,,,,F,Information engineering
1157,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Engineering,,,,G,Chemical Engineering and Biotechnology
1158,10007788,University of Cambridge,"Physical sciences, engineering and mathematics",Engineering,,,,H,Material Science and Metallurgy
1159,10007141,University of Central Lancashire,"Physical sciences, engineering and mathematics",Engineering,,,,A,Aerospace and Sensing Group
1160,10007141,University of Central Lancashire,"Physical sciences, engineering and mathematics",Engineering,,,,B,Centre for Advanced Digital Manufacturing Technology
1161,10007141,University of Central Lancashire,"Physical sciences, engineering and mathematics",Engineering,,,,C,Centre for Applied Digital Signal and Image Processing
1162,10007141,University of Central Lancashire,"Physical sciences, engineering and mathematics",Engineering,,,,D,Centre for Fire and Hazards Science
1163,10007141,University of Central Lancashire,"Physical sciences, engineering and mathematics",Engineering,,,,E,Centre for Smart Materials
1164,10007141,University of Central Lancashire,"Physical sciences, engineering and mathematics",Engineering,,,,F,Centre for Sustainable Transitions
1165,10007141,University of Central Lancashire,"Physical sciences, engineering and mathematics",Engineering,,,,G,Centre for Waste Management
1166,10007141,University of Central Lancashire,"Physical sciences, engineering and mathematics",Engineering,,,,H,Computer Vision and Machine Learning Group
1167,10007141,University of Central Lancashire,"Physical sciences, engineering and mathematics",Engineering,,,,I,Earthworm Research Group
1168,10007141,University of Central Lancashire,"Physical sciences, engineering and mathematics",Engineering,,,,J,John Tyndall Institute
1169,10007141,University of Central Lancashire,"Physical sciences, engineering and mathematics",Engineering,,,,K,Jost Institute for Tribotechnology
1170,10007141,University of Central Lancashire,"Physical sciences, engineering and mathematics",Engineering,,,,L,Fire Engineering Research Group
1171,10007822,Cranfield University,"Physical sciences, engineering and mathematics",Engineering,,,,A,Aerospace
1172,10007822,Cranfield University,"Physical sciences, engineering and mathematics",Engineering,,,,B,Energy and Power
1173,10007822,Cranfield University,"Physical sciences, engineering and mathematics",Engineering,,,,C,Environment and Agrifood
1174,10007822,Cranfield University,"Physical sciences, engineering and mathematics",Engineering,,,,D,Management
1175,10007822,Cranfield University,"Physical sciences, engineering and mathematics",Engineering,,,,E,Manufacturing
1176,10007822,Cranfield University,"Physical sciences, engineering and mathematics",Engineering,,,,G,Defence and Security
1177,10007822,Cranfield University,"Physical sciences, engineering and mathematics",Engineering,,,,H,Transport Systems
1178,10007822,Cranfield University,"Physical sciences, engineering and mathematics",Engineering,,,,I,Water
1179,10007144,University of East London,"Physical sciences, engineering and mathematics",Engineering,,,,1,Innovative Materials and Construction Systems
1180,10007144,University of East London,"Physical sciences, engineering and mathematics",Engineering,,,,2,Connected Devices and Systems
1181,10007144,University of East London,"Physical sciences, engineering and mathematics",Engineering,,,,3,Sustainable Engineering and Construction
1182,10007144,University of East London,"Physical sciences, engineering and mathematics",Engineering,,,,4,Flood Risk Modelling and Mapping
1183,10007790,University of Edinburgh,"Physical sciences, engineering and mathematics",Engineering,,,(joint submission with Heriot-Watt University),A,MM
1184,10007790,University of Edinburgh,"Physical sciences, engineering and mathematics",Engineering,,,(joint submission with Heriot-Watt University),B,ERM
1185,10007790,University of Edinburgh,"Physical sciences, engineering and mathematics",Engineering,,,(joint submission with Heriot-Watt University),C,SSS
1186,10007790,University of Edinburgh,"Physical sciences, engineering and mathematics",Engineering,,,(joint submission with Heriot-Watt University),D,IE
1187,10007772,Edinburgh Napier University,"Physical sciences, engineering and mathematics",Engineering,,,,A,Engineering Design and Materials
1188,10007772,Edinburgh Napier University,"Physical sciences, engineering and mathematics",Engineering,,,,B,"Geotechnical, Structural and Timber"
1189,10007772,Edinburgh Napier University,"Physical sciences, engineering and mathematics",Engineering,,,,C,Power and Renewable Energy
1190,10007772,Edinburgh Napier University,"Physical sciences, engineering and mathematics",Engineering,,,,D,Robotics and Automation
1191,10007772,Edinburgh Napier University,"Physical sciences, engineering and mathematics",Engineering,,,,E,Sensors and IoT
1192,10007792,University of Exeter,"Physical sciences, engineering and mathematics",Engineering,,,,A,Renewable Energies
1193,10007792,University of Exeter,"Physical sciences, engineering and mathematics",Engineering,,,,B,Civil and Structures
1194,10007792,University of Exeter,"Physical sciences, engineering and mathematics",Engineering,,,,C,Water and Environment
1195,10007792,University of Exeter,"Physical sciences, engineering and mathematics",Engineering,,,,D,Dynamics and Control
1196,10007792,University of Exeter,"Physical sciences, engineering and mathematics",Engineering,,,,E,Nano Engineering Science and Technology
1197,10007792,University of Exeter,"Physical sciences, engineering and mathematics",Engineering,,,,F,Engineering Management
1198,10007792,University of Exeter,"Physical sciences, engineering and mathematics",Engineering,,,,G,Materials and Manufacturing
1199,10007792,University of Exeter,"Physical sciences, engineering and mathematics",Engineering,,,,H,CSM
1200,10007146,University of Greenwich,"Physical sciences, engineering and mathematics",Engineering,,,,1,Centre for Engineering Excellence
1201,10007146,University of Greenwich,"Physical sciences, engineering and mathematics",Engineering,,,,2,Centre for Numerical Modelling and Process Analysis
1202,10003678,Kingston University,"Physical sciences, engineering and mathematics",Engineering,,,,1,"Centre for Engineering, Environment and Society Research"
1203,10007151,University of Lincoln,"Physical sciences, engineering and mathematics",Engineering,,,,1,Industrial Digitalisation and System Intelligence Research Group
1204,10007151,University of Lincoln,"Physical sciences, engineering and mathematics",Engineering,,,,2,Sustainable Energy and Power Research Group
1205,10003957,Liverpool John Moores University,"Physical sciences, engineering and mathematics",Engineering,,,,A,MEMARC
1206,10003957,Liverpool John Moores University,"Physical sciences, engineering and mathematics",Engineering,,,,B,LOOM
1207,10003957,Liverpool John Moores University,"Physical sciences, engineering and mathematics",Engineering,,,,C,GERI
1208,10003957,Liverpool John Moores University,"Physical sciences, engineering and mathematics",Engineering,,,,D,RCEEE
1209,10004078,London South Bank University,"Physical sciences, engineering and mathematics",Engineering,,,,A,The BioEngineering Research Centre
1210,10004078,London South Bank University,"Physical sciences, engineering and mathematics",Engineering,,,,B,Cognitive Systems Research Centre
1211,10004078,London South Bank University,"Physical sciences, engineering and mathematics",Engineering,,,,C,The London Centre for Energy Engineering
1212,10007798,The University of Manchester,"Physical sciences, engineering and mathematics",Engineering,,,,A,MACE - Mech
1213,10007798,The University of Manchester,"Physical sciences, engineering and mathematics",Engineering,,,,B,MACE - Civil
